epoch,gen_loss,disc_loss,psnr,ssim
1,0.13821863499999998,0.12655744,4.055769449420105,0.0008361848620845093
2,0.0944119975,8.527682,1.9118793608917077,0.0009854025428856878
3,0.1119351275,0.00060677325,0.30392935212026934,0.004755370603898431
4,0.1336763335,5.668837e-14,-0.21431090230438832,0.003541776636812432
5,0.173278765,1.5589878000000002e-26,-0.06666094583508275,0.007758558161583564
6,0.139048574,5.1178127e-14,0.03930579832835577,0.004070325234062092
7,0.1633451185,7.375845e-16,0.6274641824461858,0.01572389579773265
8,0.16461548699999998,1.5752294e-19,-0.46336709868799847,0.014097363313495568
9,0.2994426885,2.252948e-17,-0.14974198772723207,0.014207551275212303
10,0.428021892,0.0,0.385841550326933,0.019432763328922797
11,0.32104224,5.414853e-12,-0.025480804585993094,0.012119426398234375
12,0.21386279349999998,0.0,-0.47068267064609026,0.0052456670056682374
13,0.1327744415,2.569202e-16,-0.6046981680543534,0.002026984319285662
14,0.451931435,1.8847721e-25,-0.6097000844838892,0.0019690553467937256
15,0.15889874799999998,4.865701e-22,-0.37061145895362774,0.0013808516047788134
16,0.141255766,3.6901664e-13,0.8771163391399236,0.002879050357089313
17,0.1585389545,3.7515782e-25,1.5319404619946733,0.0013431121923631357
18,0.1768309195,3.8269184e-38,1.4193602784468198,0.009994673651990969
19,0.15996838149999998,4.050701e-18,1.951810905303292,-0.000802898040939863
20,0.1384124635,7.5915864e-11,2.5717982833081408,0.00417217591159842
21,0.12453354299999998,1.8574883e-10,2.5124549355492953,0.016383306396109153
22,0.11772040899999998,4.3641553e-09,3.4062018483065124,0.02688536763966718
23,0.09704220549999999,0.14496613,3.735608258836627,0.030939556076244767
24,0.0783828945,19.138504,2.990890721733674,0.014895707331595238
25,0.14260507,5.5266486e-15,4.326336164762423,0.019738026758222914
26,0.172532958,34.97668,5.083165603533859,0.02135917324390138
27,0.1422867155,4.4148583,5.113032176512238,0.044848137061194004
28,0.1971072825,6.9991615e-06,5.559730627701174,0.03516602777982106
29,0.10652685349999999,1.507695e-12,5.958079533885944,0.03890646166799886
30,0.084375086,0.0040219203,5.537301316193677,0.0383761752927622
31,0.1052866095,4.817336e-09,5.364236547826377,0.04100185669562573
32,0.0987291718,1.6243848e-05,6.6380535980698765,0.035606944238341404
33,0.074310064,0.12153291,6.837922256778239,0.03241665670689278
34,0.09391516650000001,0.0022821517,7.271236575496957,0.03749539636400584
35,0.0799478105,3.200216e-11,8.478420537499575,0.05873716833985352
36,0.108721876,8.458697,8.84742929415164,0.06954566424238944
37,0.0750014835,0.26432878,8.974150313266856,0.0718041065205773
38,0.06861050575,1.719705e-05,9.311643200042834,0.07001250289142198
39,0.0836773623,6.6073737,9.526059509460413,0.07465352831958869
40,0.0872157,0.3826247,9.60732337434531,0.08673882444551452
41,0.0763539358,3.5560352e-06,9.768747451240035,0.09849516964364212
42,0.07106153899999999,1.8411201,9.895143556907618,0.10556445854773346
43,0.0768602345,3.556067e-06,10.087975525660038,0.11095829688437295
44,0.042699859,3.432286,10.238605473437271,0.11515421240175545
45,0.0844293785,2.0381435e-06,10.147051866550274,0.11738424318226968
46,0.06182718369999999,0.080827035,10.206802151875033,0.12055459967683584
47,0.058797191,0.0013366295,10.338373734557951,0.12135235511945537
48,0.11207427875,4.98887e-05,10.416038332163108,0.1253258317385827
