epoch,gen_loss,disc_loss,psnr,ssim,lpips,dists
1,0.09799276,1.1095946,4.351159,0.0012060215,1.071046963173856,0.7441166126599876
2,0.16872056,0.0076863556,2.431984,0.00058581453,1.0501058101654053,0.7374641100565592
3,0.1471139,5.790185e-08,2.0832517,0.002801943,1.0233646727377368,0.6888869789338881
4,0.21476777,4.0689216,1.9960592,0.011450128,1.0077778818786784,0.6274200197189085
5,0.13800678,1.2957828e-08,1.4743348,0.02019679,0.8805569186005541,0.5699285006010404
6,0.23433433,1.2105501e-14,0.47076863,0.019769888,0.8404696506838645,0.5600940347999654
7,0.094727196,0.02867714,0.083776034,0.009201141,0.9287901302819611,0.6369968742452642
8,0.15869583,5.949168e-14,-0.36633402,0.006504549,0.9633638249930515,0.6764557291102665
9,0.1627441,5.428876e-20,0.094735414,0.00891828,0.9337736752725416,0.6394383054907604
10,0.16028593,8.6190423e-20,0.41092312,0.020984892,0.8227460692005772,0.5745736918141765
11,0.35679722,0.0,-0.031286865,0.0127874585,0.9022248451427747,0.6052428144280628
12,0.17462163,1.8693947e-29,-0.3538176,0.006059439,0.9483833774443595,0.6801179429536225
13,0.16072571,2.2721003e-24,-0.4263925,0.0059593744,1.0054631906170999,0.7162912686665853
14,0.2025331,1.60822e-23,-0.44983268,0.0023861977,0.9599530241822684,0.6995915514166637
15,0.2209706,5.484708e-18,-0.4484884,0.0020857537,0.999831970020007,0.650852749424596
16,0.15893471,1.8910744e-13,-0.32294682,0.00096391654,1.0134266922550816,0.6621495786533561
17,0.18578182,1.9564687e-14,-0.18362103,0.0008955161,0.9977658544817278,0.6685028326126837
18,0.17872119,5.9837324e-28,-0.010724682,0.00078892906,1.006928534917934,0.6498401517509133
19,0.24666247,0.0,-0.05722303,0.00066650513,1.0071336396278874,0.6779529747142586
20,0.15527368,1.2452946e-22,-0.17880227,0.0010997801,0.9523065327316202,0.646035348856321
21,0.8731091,0.0,-0.58861446,0.0012364314,0.883392418584516,0.6737442567784299
22,0.67800903,0.0,-0.68351483,0.0010790774,0.8642790118853251,0.6699022875037245
23,0.13160653,2.3463273e-16,-0.735887,0.0006262465,0.9357252774700042,0.6975105045944132
24,0.12506288,1.6303418e-13,-0.85040367,0.0007394288,0.92764510134215,0.7197372054540983
25,0.17774373,2.9955681e-22,-0.7446089,0.00073175796,0.9273996647968087,0.719104354740471
26,0.22268121,2.5144826e-35,-0.29589766,0.0017592541,0.9309070059048232,0.7082422196224172
27,0.36905807,0.0,0.30667135,-0.0012861032,0.8955842826956062,0.6073230389625796
28,0.28260097,0.0,0.46854436,0.003641406,0.8602048517555319,0.5739070862852117
29,0.14463787,2.4744455e-17,0.42562324,0.005602866,0.8692215008120383,0.5906905551110545
30,0.15495948,5.922639e-22,0.23650387,0.0019737121,0.9074369656142368,0.597560546090526
31,0.14914869,8.573105e-07,0.033091042,0.0016169315,0.9167251106231443,0.6113078683935186
32,0.11882899,5.4693517e-14,0.6428889,0.0023557418,0.8932011326154073,0.587643858566079
33,0.18498053,2.24732e-37,0.6937251,0.0023979496,0.8756158589034952,0.6061652360423919
34,0.105361395,0.0025756315,0.81962144,0.0019438118,0.8620688152569597,0.6161595448370902
35,0.101674266,2.0645086e-05,0.9293199,0.0016371446,0.8615104889356962,0.6079643304629992
36,0.1123673,2.007476e-08,0.94692886,0.001736746,0.8666268702476255,0.6055051992016454
37,0.14631733,9.298218e-25,0.8787737,0.002236608,0.8635571086278526,0.5998927502221959
38,0.12792034,1.5045282e-12,0.8347958,0.0024321615,0.8528900505394064,0.5926727037275991
39,0.10221529,3.502764e-05,0.8456091,0.00241025,0.8456883135662284,0.5873267477558505
40,0.09766435,5.4440847e-09,0.8272277,0.0027497502,0.835042151071692,0.5808354468755824
41,0.103837,2.3510729e-05,0.8106661,0.0032370305,0.8346092425366883,0.5771166393833775
42,0.15766558,5.1690544e-28,-0.034905165,0.0018486066,0.9488064236538385,0.630981074225518
43,0.13283901,3.9162564e-13,-0.039402332,0.00042476485,1.0182124408342506,0.7290711031165175
44,0.1819194,4.53033e-24,0.23996799,0.00029714926,0.9990731016282113,0.74019052456784
45,0.13530926,1.0527375e-18,0.48891297,0.0006351419,0.9788121017076636,0.6920480664058398
46,0.09016046,0.00023799462,0.4883218,0.00090331835,0.9090633328242969,0.6567392951698714
47,0.18202487,3.9158463e-09,0.041594114,0.0025480622,0.8663026978892665,0.6170418794437121
48,0.18741877,1.0203293e-30,1.0341568,0.0032702088,0.8813188748974954,0.5682544137841912
49,0.20356873,0.0,0.48278555,0.0054844567,0.8058092324964462,0.5606368754499702
50,0.19306654,6.249138e-37,0.8900756,0.005979047,0.8296225865681967,0.554175062846112
51,0.17229933,5.975052e-29,0.9069759,0.0037081998,0.802496551826436,0.5395213743691804
52,0.16276741,3.8536142e-31,0.7510992,0.005161405,0.7526878112105913,0.5227626568527632
53,0.15816139,3.700255e-10,1.3066059,-0.0014730846,0.7879701711798227,0.5386242155105837
54,0.1236649,1.3691578e-10,1.9536192,0.0029336135,0.70984084375443,0.5086360868587289
55,0.1097192,0.00022832499,3.3379307,0.0050643235,0.7495322778660763,0.5157225580625636
56,0.08999035,42.397415,2.9662473,0.0061676786,0.7618804336875997,0.49832015652810374
57,0.09094848,0.038089693,2.631684,0.0031758037,0.725711368104463,0.48029552480225923
58,0.0846188,0.016778566,2.6811383,0.0065064053,0.6645122708812836,0.46614336326558103
59,0.08928787,1.937853,3.5862882,0.013834765,0.64108939965566,0.43630328678315683
60,0.13353088,3.5023054e-12,5.0995984,0.0133336205,0.6769780561488162,0.4235205477283847
61,0.12129322,6.1940956,4.5092134,0.02246164,0.6392898578797618,0.39986103324479955
62,0.085335664,2.1869123,5.156497,0.028490204,0.6395530931411251,0.3808317004993398
63,0.13432848,7.6013956,5.4284735,0.047307637,0.6090660370806212,0.3633602011588312
64,0.098091096,4.1875255e-06,6.4955688,0.04739706,0.6592711017977807,0.3611818564835415
65,0.107775144,7.4488654,6.0816946,0.040907398,0.6574714593989874,0.3650280371789009
66,0.095893726,0.0048107496,6.0811477,0.04232134,0.6200921830310616,0.36295878438539403
67,0.08541547,2.489216e-06,6.719217,0.053561676,0.5792757375265962,0.36210831711369174
68,0.08953067,7.762494e-06,6.4267054,0.04857273,0.551693860561617,0.3783099830791514
69,0.088129744,0.014125397,6.5536237,0.044970185,0.5335748576989738,0.36122588380690546
70,0.09351027,9.387515,6.837659,0.045015406,0.5459814811906507,0.3548187081531812
71,0.10245782,9.09062e-05,7.0389442,0.04919232,0.5627181626135304,0.34939476366966
72,0.1153089,0.017258147,7.076462,0.049582537,0.5327741673556707,0.3312925645100173
73,0.076316476,0.014514599,7.090724,0.05763019,0.5241866345687579,0.33634331341712703
74,0.06935461,4.6329517,7.2748103,0.059932295,0.5213184651508126,0.3238065364540264
75,0.092284404,0.00021403114,7.5797534,0.062958226,0.5181317105088182,0.33556332575377595
76,0.078321755,5.9666915,7.7612996,0.06648663,0.5027329694199306,0.3267832468914729
77,0.07938845,0.0014993199,7.60328,0.06512222,0.5100020916872127,0.32612328503721505
78,0.07583255,0.0055188695,7.696507,0.0657621,0.5065904272499905,0.30640015999476117
79,0.10872164,0.0011832011,7.7069306,0.06837569,0.49300386187850787,0.3115541191511257
80,0.06891331,3.4952486e-06,7.67885,0.07081784,0.48160751981119954,0.29292152966222457
81,0.08932915,0.27261811,7.7590666,0.07057789,0.4905699139000267,0.29245938793305426
82,0.055178106,0.9925113,7.838356,0.071281776,0.4729914976063595,0.28973893837262227
